Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JB376121,08/02/2018 02:45:00 PM,002XX W 80TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0623,17,14,1175908,1851915,2018,41.749016882,-87.630978121,"(41.749016882, -87.630978121)"
JB376101,08/02/2018 02:45:00 PM,008XX S KARLOV AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1132,24,06,1149182,1895935,2018,41.870371125,-87.727776665,"(41.870371125, -87.727776665)"
JB376062,08/02/2018 02:48:00 PM,062XX S KEDZIE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,0823,15,26,1156125,1863120,2018,41.78018541,-87.703170178,"(41.78018541, -87.703170178)"
JB376064,08/02/2018 02:50:00 PM,081XX S RACINE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,false,false,0613,21,14,1169735,1850892,2018,41.74634568,-87.653627921,"(41.74634568, -87.653627921)"
JB376073,08/02/2018 02:55:00 PM,042XX W ADAMS ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENCE PORCH/HALLWAY,true,false,1115,28,18,1148089,1898672,2018,41.877902862,-87.731719028,"(41.877902862, -87.731719028)"
JB394430,08/02/2018 03:00:00 PM,031XX W HURON ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1221,27,06,,,2018,,,
JB382759,08/02/2018 03:00:00 PM,001XX E PERSHING RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,0212,3,08B,1177977,1879171,2018,41.82376346,-87.622570927,"(41.82376346, -87.622570927)"
JB381316,08/02/2018 03:00:00 PM,004XX W WELLINGTON AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1934,44,07,1172554,1920234,2018,41.936564407,-87.641251064,"(41.936564407, -87.641251064)"
JB377399,08/02/2018 03:00:00 PM,005XX S COLUMBUS DR,0810,THEFT,OVER $500,OTHER,true,false,0114,2,06,1178360,1898011,2018,41.875452995,-87.620592186,"(41.875452995, -87.620592186)"
JB379134,08/02/2018 03:00:00 PM,0000X E HARRISON ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,0123,2,06,1177081,1897625,2018,41.874422837,-87.625299815,"(41.874422837, -87.625299815)"
JB376181,08/02/2018 03:00:00 PM,066XX W ARCHER AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,VEHICLE NON-COMMERCIAL,false,false,0811,23,04A,1132839,1867345,2018,41.792216158,-87.78844388,"(41.792216158, -87.78844388)"
JB377548,08/02/2018 03:00:00 PM,048XX N HARDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1712,39,14,1149182,1931947,2018,41.969191402,-87.726841632,"(41.969191402, -87.726841632)"
JB377389,08/02/2018 03:00:00 PM,035XX S ARTESIAN AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,0911,12,06,1160594,1881234,2018,41.829801481,-87.686286067,"(41.829801481, -87.686286067)"
JB377263,08/02/2018 03:00:00 PM,003XX E RANDOLPH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,false,false,0114,42,11,1178722,1901251,2018,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
JB377314,08/02/2018 03:00:00 PM,122XX S PERRY AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0523,9,06,1177805,1823756,2018,41.671702032,-87.624875795,"(41.671702032, -87.624875795)"
JB377174,08/02/2018 03:00:00 PM,027XX N WOLCOTT AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,false,1931,32,26,1163353,1918139,2018,41.93101445,-87.675124819,"(41.93101445, -87.675124819)"
JB376684,08/02/2018 03:00:00 PM,074XX S PARNELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0732,17,07,1173836,1855553,2018,41.759046167,-87.638463019,"(41.759046167, -87.638463019)"
JB376133,08/02/2018 03:00:00 PM,084XX W IRVING PARK RD,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,1614,36,03,1119188,1925521,2018,41.952087328,-87.837268602,"(41.952087328, -87.837268602)"
JB389244,08/02/2018 03:05:00 PM,008XX W SUNNYSIDE AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1914,46,06,1169814,1930085,2018,41.963656175,-87.651032603,"(41.963656175, -87.651032603)"
JB376904,08/02/2018 03:05:00 PM,013XX N CAMPBELL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1423,26,14,1159498,1908744,2018,41.905314212,-87.689550349,"(41.905314212, -87.689550349)"
JB376132,08/02/2018 03:17:00 PM,051XX S ASHLAND AVE,0810,THEFT,OVER $500,SIDEWALK,true,false,0932,16,06,1166546,1870571,2018,41.800415945,-87.664752589,"(41.800415945, -87.664752589)"
JB376491,08/02/2018 03:18:00 PM,029XX N ASHLAND AVE,0312,ROBBERY,ARMED:KNIFE/CUTTING INSTRUMENT,GROCERY FOOD STORE,false,false,1931,32,03,1165142,1919763,2018,41.935432921,-87.668504341,"(41.935432921, -87.668504341)"
JB376075,08/02/2018 03:27:00 PM,080XX S EUCLID AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,0414,8,14,1190595,1852061,2018,41.749075927,-87.577155389,"(41.749075927, -87.577155389)"
JB379030,08/02/2018 03:30:00 PM,008XX W LAWRENCE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1914,46,11,1169670,1932080,2018,41.96913366,-87.65150367,"(41.96913366, -87.65150367)"
JB378822,08/02/2018 03:30:00 PM,046XX N KNOX AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1722,45,05,1144536,1930423,2018,41.965098404,-87.743963671,"(41.965098404, -87.743963671)"
JB377022,08/02/2018 03:30:00 PM,002XX N PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,false,false,1114,28,14,1149693,1900973,2018,41.884186057,-87.725769671,"(41.884186057, -87.725769671)"
JB376313,08/02/2018 03:30:00 PM,030XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1932,32,06,1165128,1920129,2018,41.936437542,-87.668545362,"(41.936437542, -87.668545362)"
JB376270,08/02/2018 03:30:00 PM,067XX S PULASKI RD,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0833,13,06,1150857,1859788,2018,41.771146186,-87.722570475,"(41.771146186, -87.722570475)"
JB376358,08/02/2018 03:30:00 PM,003XX S DEARBORN ST,2031,NARCOTICS,POSS: METHAMPHETAMINES,FEDERAL BUILDING,true,false,0113,2,18,1175986,1898822,2018,41.877732193,-87.629284073,"(41.877732193, -87.629284073)"
JB376164,08/02/2018 03:30:00 PM,005XX N PINE AVE,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,false,true,1523,37,26,1139432,1903217,2018,41.890537043,-87.763395007,"(41.890537043, -87.763395007)"
JB376117,08/02/2018 03:30:00 PM,035XX N WESTERN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,false,false,1921,47,26,1159747,1923479,2018,41.94574295,-87.688228479,"(41.94574295, -87.688228479)"
JB376098,08/02/2018 03:33:00 PM,040XX W ROOSEVELT RD,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,false,false,1132,24,06,1149452,1894398,2018,41.866148185,-87.726825268,"(41.866148185, -87.726825268)"
JB376130,08/02/2018 03:37:00 PM,046XX N SHERIDAN RD,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,true,true,1914,46,04B,1168782,1931169,2018,41.966653193,-87.654795347,"(41.966653193, -87.654795347)"
JB380255,08/02/2018 03:40:00 PM,080XX W IRVING PARK RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1631,36,14,1121593,1925594,2018,41.952249109,-87.828425988,"(41.952249109, -87.828425988)"
JB376138,08/02/2018 03:40:00 PM,133XX S BRANDON AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0433,10,06,1199439,1817209,2018,41.653220991,-87.54591594,"(41.653220991, -87.54591594)"
JB376127,08/02/2018 03:40:00 PM,055XX S PRINCETON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0711,3,08B,1175229,1868217,2018,41.793766589,-87.632979778,"(41.793766589, -87.632979778)"
JB376115,08/02/2018 03:40:00 PM,004XX W 115TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0522,34,05,1175542,1828655,2018,41.685196414,-87.633012579,"(41.685196414, -87.633012579)"
JB376113,08/02/2018 03:42:00 PM,014XX N SEDGWICK ST,0460,BATTERY,SIMPLE,OTHER,false,false,1821,27,08B,1173383,1909988,2018,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
JB376174,08/02/2018 03:45:00 PM,005XX S LAVERGNE AVE,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PUBLIC, BUILDING",false,false,1533,29,26,1143347,1897111,2018,41.873709176,-87.749169703,"(41.873709176, -87.749169703)"
JB376173,08/02/2018 03:50:00 PM,006XX N WELLS ST,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,1831,42,06,1174613,1904888,2018,41.894408446,-87.634143853,"(41.894408446, -87.634143853)"
JB376108,08/02/2018 03:50:00 PM,032XX W 63RD ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0823,15,06,1155898,1862672,2018,41.778960594,-87.704014423,"(41.778960594, -87.704014423)"
JB376119,08/02/2018 03:50:00 PM,006XX N WELLS ST,0860,THEFT,RETAIL THEFT,DRUG STORE,false,false,1831,42,06,1174613,1904888,2018,41.894408446,-87.634143853,"(41.894408446, -87.634143853)"
JB376175,08/02/2018 03:55:00 PM,076XX S PULASKI RD,0820,THEFT,$500 AND UNDER,STREET,false,false,0833,13,06,1151008,1853861,2018,41.754878573,-87.722171321,"(41.754878573, -87.722171321)"
JB384644,08/02/2018 04:00:00 PM,002XX E RANDOLPH ST,0890,THEFT,FROM BUILDING,PARKING LOT/GARAGE(NON.RESID.),false,false,0114,42,06,1178164,1901235,2018,41.884304288,-87.621213594,"(41.884304288, -87.621213594)"
JB382266,08/02/2018 04:00:00 PM,023XX S SAWYER AVE,1570,SEX OFFENSE,PUBLIC INDECENCY,RESIDENCE,false,false,1024,24,17,1155061,1888318,2018,41.849353397,-87.706397027,"(41.849353397, -87.706397027)"
JB377746,08/02/2018 04:00:00 PM,029XX E 126TH ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,0433,10,06,1197584,1822091,2018,41.666664063,-87.552541314,"(41.666664063, -87.552541314)"
JB377393,08/02/2018 04:00:00 PM,0000X E HARRISON ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,0123,2,06,1177081,1897625,2018,41.874422837,-87.625299815,"(41.874422837, -87.625299815)"
JB377002,08/02/2018 04:00:00 PM,0000X E BANKS ST,0890,THEFT,FROM BUILDING,STREET,false,false,1824,43,06,1176713,1909422,2018,41.906802735,-87.626294031,"(41.906802735, -87.626294031)"
JB376845,08/02/2018 04:00:00 PM,005XX N TROY ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1221,27,06,1155280,1903488,2018,41.890977086,-87.705185849,"(41.890977086, -87.705185849)"
JB376869,08/02/2018 04:00:00 PM,004XX N RUSH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,1834,42,07,1177025,1903424,2018,41.890336879,-87.625329768,"(41.890336879, -87.625329768)"
JB376776,08/02/2018 04:00:00 PM,005XX S WABASH AVE,0810,THEFT,OVER $500,STREET,false,false,0123,2,06,1176882,1897968,2018,41.875368552,-87.626020068,"(41.875368552, -87.626020068)"
JB376318,08/02/2018 04:00:00 PM,011XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,PARK PROPERTY,false,false,0123,2,06,1177417,1895669,2018,41.869047845,-87.624125523,"(41.869047845, -87.624125523)"
JB376207,08/02/2018 04:00:00 PM,062XX W 63RD ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,PARKING LOT/GARAGE(NON.RESID.),false,false,0812,23,26,1135977,1862095,2018,41.777754049,-87.777061612,"(41.777754049, -87.777061612)"
JB376468,08/02/2018 04:00:00 PM,054XX W CULLOM AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1624,38,14,1139286,1928058,2018,41.958706103,-87.763324763,"(41.958706103, -87.763324763)"
JB376227,08/02/2018 04:00:00 PM,021XX E 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,true,true,0331,5,08B,1191679,1858337,2018,41.766271578,-87.572980005,"(41.766271578, -87.572980005)"
JB376486,08/02/2018 04:00:00 PM,003XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,OTHER,false,false,0111,42,06,1177263,1902734,2018,41.888438092,-87.624476665,"(41.888438092, -87.624476665)"
JB376490,08/02/2018 04:00:00 PM,055XX N BROADWAY,0820,THEFT,$500 AND UNDER,STREET,false,false,2013,48,06,1167309,1936992,2018,41.982663567,-87.660043041,"(41.982663567, -87.660043041)"
JB376194,08/02/2018 04:00:00 PM,0000X W 71ST ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0731,6,08B,1176970,1857910,2018,41.765444001,-87.626906181,"(41.765444001, -87.626906181)"
JB376221,08/02/2018 04:03:00 PM,080XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0621,21,08B,1172038,1851456,2018,41.747843139,-87.645172686,"(41.747843139, -87.645172686)"
JB376140,08/02/2018 04:03:00 PM,010XX W 18TH ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SMALL RETAIL STORE,true,false,1235,25,14,1169515,1891579,2018,41.858000042,-87.65325445,"(41.858000042, -87.65325445)"
JB376202,08/02/2018 04:05:00 PM,035XX W OHIO ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1121,27,18,1152468,1903768,2018,41.891801459,-87.715505585,"(41.891801459, -87.715505585)"
JB376151,08/02/2018 04:10:00 PM,067XX S JEFFERY BLVD,0860,THEFT,RETAIL THEFT,GAS STATION,false,false,0332,5,06,1190703,1860780,2018,41.772998982,-87.576478539,"(41.772998982, -87.576478539)"
JB376166,08/02/2018 04:10:00 PM,008XX S COLUMBUS DR,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,PARK PROPERTY,true,false,0114,2,08B,1178380,1896611,2018,41.871610861,-87.62056144,"(41.871610861, -87.62056144)"
JB376153,08/02/2018 04:14:00 PM,006XX N MICHIGAN AVE,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,false,false,1834,42,06,1177327,1904307,2018,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
JB376226,08/02/2018 04:20:00 PM,018XX N CLYBOURN AVE,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,false,false,1811,32,08A,1169186,1911997,2018,41.914035604,-87.653868654,"(41.914035604, -87.653868654)"
JB376170,08/02/2018 04:22:00 PM,019XX N ASHLAND AVE,0483,BATTERY,AGG PRO.EMP: OTHER DANG WEAPON,CTA BUS,false,false,1433,32,04B,1165380,1913211,2018,41.917448785,-87.66781657,"(41.917448785, -87.66781657)"
JB376169,08/02/2018 04:23:00 PM,011XX N LAWNDALE AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,1112,27,26,1151503,1907314,2018,41.901551049,-87.718956364,"(41.901551049, -87.718956364)"
JB376267,08/02/2018 04:25:00 PM,060XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),false,true,0825,15,08B,1159411,1864494,2018,41.783889146,-87.691085473,"(41.783889146, -87.691085473)"
JB377332,08/02/2018 04:27:00 PM,001XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,DRUG STORE,false,false,0122,2,11,1174916,1898956,2018,41.878123916,-87.633208786,"(41.878123916, -87.633208786)"
JB376214,08/02/2018 04:28:00 PM,012XX N CLYBOURN AVE,0460,BATTERY,SIMPLE,RESIDENCE,false,false,1821,27,08B,1172799,1908580,2018,41.904579871,-87.640696598,"(41.904579871, -87.640696598)"
JB395928,08/02/2018 04:30:00 PM,002XX E ILLINOIS ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1834,42,07,,,2018,,,
JB379075,08/02/2018 04:30:00 PM,065XX S MAPLEWOOD AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0832,15,05,1160499,1861220,2018,41.774882464,-87.687186637,"(41.774882464, -87.687186637)"
JB377528,08/02/2018 04:30:00 PM,003XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,PARK PROPERTY,false,false,0114,42,06,1178722,1901251,2018,41.884335468,-87.619164088,"(41.884335468, -87.619164088)"
JB377300,08/02/2018 04:30:00 PM,021XX N LONG AVE,0610,BURGLARY,FORCIBLE ENTRY,"SCHOOL, PUBLIC, BUILDING",false,false,2515,37,05,1140035,1913783,2018,41.919520368,-87.760921537,"(41.919520368, -87.760921537)"
JB377462,08/02/2018 04:30:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0112,42,06,1176389,1900258,2018,41.881663579,-87.62776103,"(41.881663579, -87.62776103)"
JB376980,08/02/2018 04:30:00 PM,072XX N CLAREMONT AVE,0810,THEFT,OVER $500,STREET,false,false,2411,49,06,1159380,1947933,2018,42.012853386,-87.688901214,"(42.012853386, -87.688901214)"
JB376183,08/02/2018 04:30:00 PM,061XX S WASHTENAW AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0825,15,08B,1159430,1863795,2018,41.781970603,-87.691034955,"(41.781970603, -87.691034955)"
JB376299,08/02/2018 04:30:00 PM,045XX N ST LOUIS AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1723,33,06,1152235,1930005,2018,41.963802574,-87.715667174,"(41.963802574, -87.715667174)"
JB376190,08/02/2018 04:30:00 PM,057XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,1511,29,06,1137958,1904762,2018,41.894803457,-87.768770991,"(41.894803457, -87.768770991)"
JB376180,08/02/2018 04:30:00 PM,097XX S FOREST AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,true,false,0511,6,26,1179968,1840406,2018,41.717342887,-87.61645211,"(41.717342887, -87.61645211)"
JB376251,08/02/2018 04:30:00 PM,086XX W FOSTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1614,41,14,1117529,1933408,2018,41.973756434,-87.843201426,"(41.973756434, -87.843201426)"
JB376204,08/02/2018 04:41:00 PM,008XX N KEDZIE AVE,0460,BATTERY,SIMPLE,RESTAURANT,false,false,1121,27,08B,1154891,1905271,2018,41.895877613,-87.706566627,"(41.895877613, -87.706566627)"
JB376203,08/02/2018 04:44:00 PM,022XX S WHIPPLE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,1033,12,08B,1156377,1888918,2018,41.850973399,-87.701550927,"(41.850973399, -87.701550927)"
JB376225,08/02/2018 04:45:00 PM,034XX W 13TH PL,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1021,24,26,1153704,1893692,2018,41.864127348,-87.711234508,"(41.864127348, -87.711234508)"
JB376220,08/02/2018 04:45:00 PM,068XX N SHERIDAN RD,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,false,false,2431,49,04A,1166977,1945471,2018,42.005937282,-87.661019227,"(42.005937282, -87.661019227)"
JB376213,08/02/2018 04:47:00 PM,039XX W JACKSON BLVD,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,1132,28,04B,1150237,1898399,2018,41.877112132,-87.723839151,"(41.877112132, -87.723839151)"
JB376196,08/02/2018 04:50:00 PM,075XX S CARPENTER ST,041A,BATTERY,AGGRAVATED: HANDGUN,RESIDENCE,false,false,0612,17,04B,1170618,1854849,2018,41.757185024,-87.650277299,"(41.757185024, -87.650277299)"
JB376515,08/02/2018 04:50:00 PM,052XX S CORNELL AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,false,false,0234,4,11,1188039,1870855,2018,41.800709473,-87.585922883,"(41.800709473, -87.585922883)"
JB376208,08/02/2018 04:50:00 PM,052XX N LINCOLN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2011,40,06,1158514,1934867,2018,41.977017622,-87.692447486,"(41.977017622, -87.692447486)"
JB376296,08/02/2018 04:52:00 PM,045XX N CLARENDON AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1914,46,06,1170091,1930547,2018,41.96491786,-87.650000625,"(41.96491786, -87.650000625)"
JB376212,08/02/2018 04:53:00 PM,002XX E 136TH ST,051B,ASSAULT,AGGRAVATED: OTHER FIREARM,RESIDENCE PORCH/HALLWAY,false,true,0533,9,04A,1180178,1815111,2018,41.647924938,-87.616453858,"(41.647924938, -87.616453858)"
JB378759,08/02/2018 05:00:00 PM,039XX W FLOURNOY ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,false,false,1132,24,04A,1150236,1896739,2018,41.872556924,-87.723886101,"(41.872556924, -87.723886101)"
JB381431,08/02/2018 05:00:00 PM,020XX W ARMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,1434,32,05,1162494,1913296,2018,41.917742996,-87.678417394,"(41.917742996, -87.678417394)"
JB380654,08/02/2018 05:00:00 PM,016XX N BOSWORTH AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1433,1,06,1165739,1911026,2018,41.911445354,-87.666560011,"(41.911445354, -87.666560011)"
JB379033,08/02/2018 05:00:00 PM,035XX S ROCKWELL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0911,12,14,1159615,1880880,2018,41.828850242,-87.689887755,"(41.828850242, -87.689887755)"
JB379087,08/02/2018 05:00:00 PM,059XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0714,15,08B,1165699,1865219,2018,41.78574744,-87.668010706,"(41.78574744, -87.668010706)"
JB378708,08/02/2018 05:00:00 PM,001XX W SCHILLER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1821,43,14,1174671,1909724,2018,41.907677379,-87.633786009,"(41.907677379, -87.633786009)"
JB377876,08/02/2018 05:00:00 PM,050XX N MARINE DR,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,false,false,2024,48,14,1169650,1934124,2018,41.974742888,-87.651517395,"(41.974742888, -87.651517395)"
JB377766,08/02/2018 05:00:00 PM,075XX S RHODES AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0624,6,07,1181213,1855049,2018,41.757496441,-87.611442379,"(41.757496441, -87.611442379)"
JB377565,08/02/2018 05:00:00 PM,050XX S ARCHER AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0815,23,06,1149060,1870601,2018,41.800853596,-87.728879071,"(41.800853596, -87.728879071)"
JB377388,08/02/2018 05:00:00 PM,042XX N PAULINA ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1912,47,06,1164467,1928202,2018,41.958604295,-87.670745246,"(41.958604295, -87.670745246)"
JB377212,08/02/2018 05:00:00 PM,009XX S COLUMBUS DR,0810,THEFT,OVER $500,PARK PROPERTY,false,false,0114,2,06,1178391,1896198,2018,41.870477315,-87.620533646,"(41.870477315, -87.620533646)"
JB376464,08/02/2018 05:00:00 PM,061XX S SEELEY AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,true,0714,15,26,1163751,1863867,2018,41.782078517,-87.675190962,"(41.782078517, -87.675190962)"
JB376339,08/02/2018 05:00:00 PM,0000X N MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0112,42,06,1177309,1900530,2018,41.882389156,-87.624374606,"(41.882389156, -87.624374606)"
JB376278,08/02/2018 05:00:00 PM,009XX W BELMONT AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,false,false,1933,44,06,1169269,1921430,2018,41.93991842,-87.653288878,"(41.93991842, -87.653288878)"
JB376243,08/02/2018 05:00:00 PM,007XX N HAMLIN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1112,27,06,1150924,1904661,2018,41.89428231,-87.721152644,"(41.89428231, -87.721152644)"
JB376247,08/02/2018 05:00:00 PM,057XX W CHICAGO AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,1511,29,06,1138032,1904764,2018,41.894807608,-87.768499157,"(41.894807608, -87.768499157)"
JB376370,08/02/2018 05:06:00 PM,0000X E CERMAK RD,2210,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,CONVENIENCE STORE,true,false,0131,2,22,1177368,1889770,2018,41.852861719,-87.624484216,"(41.852861719, -87.624484216)"
JB376291,08/02/2018 05:10:00 PM,072XX S FAIRFIELD AVE,143B,WEAPONS VIOLATION,UNLAWFUL POSS OTHER FIREARM,RESIDENCE,false,false,0831,18,15,1159295,1856463,2018,41.761853296,-87.69173044,"(41.761853296, -87.69173044)"
JB376315,08/02/2018 05:13:00 PM,070XX S CHAPPEL AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,false,false,0331,5,14,1191094,1858747,2018,41.767410821,-87.575110956,"(41.767410821, -87.575110956)"
JB376269,08/02/2018 05:14:00 PM,012XX W WILSON AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,SIDEWALK,false,false,1913,46,15,1167310,1930685,2018,41.965356942,-87.660221619,"(41.965356942, -87.660221619)"
JB376271,08/02/2018 05:14:00 PM,085XX S CRANDON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0412,8,05,1192986,1848936,2018,41.740442663,-87.568495789,"(41.740442663, -87.568495789)"
JB376258,08/02/2018 05:15:00 PM,010XX W 98TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,2223,21,14,1170911,1839782,2018,41.715832696,-87.649642154,"(41.715832696, -87.649642154)"
