Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Latitude,Longitude,Location
JB386195,08/08/2018 10:04:00 AM,033XX N MARSHFIELD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,false,false,1922,44,11,1164729,1922247,2018,41.942257928,-87.669951491,"(41.942257928, -87.669951491)"
JB384529,08/08/2018 10:04:00 AM,016XX S SAWYER AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,VEHICLE NON-COMMERCIAL,true,false,1022,24,18,1154965,1891671,2018,41.858556333,-87.706659549,"(41.858556333, -87.706659549)"
JB384373,08/08/2018 10:05:00 AM,040XX W GRAND AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,2534,27,26,1149417,1909002,2018,41.906223829,-87.726574677,"(41.906223829, -87.726574677)"
JB384403,08/08/2018 10:07:00 AM,008XX W 119TH ST,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,0524,34,03,1173026,1825943,2018,41.677810006,-87.642302645,"(41.677810006, -87.642302645)"
JB384410,08/08/2018 10:10:00 AM,024XX W CHICAGO AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,DRUG STORE,false,false,1221,1,04A,1160005,1905256,2018,41.895732399,-87.687784384,"(41.895732399, -87.687784384)"
JB385253,08/08/2018 10:11:00 AM,045XX N BEACON ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,1913,46,06,1166351,1930230,2018,41.964129024,-87.663760703,"(41.964129024, -87.663760703)"
JB385797,08/08/2018 10:15:00 AM,002XX N HOMAN AVE,0810,THEFT,OVER $500,SPORTS ARENA/STADIUM,false,false,1123,28,06,1153676,1901355,2018,41.885155992,-87.711133375,"(41.885155992, -87.711133375)"
JB384402,08/08/2018 10:15:00 AM,008XX E 80TH ST,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,false,false,0631,8,04B,1183431,1852146,2018,41.749478948,-87.603404061,"(41.749478948, -87.603404061)"
JB384439,08/08/2018 10:15:00 AM,008XX S KILDARE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,false,false,1132,24,11,1147858,1896021,2018,41.870632647,-87.732635333,"(41.870632647, -87.732635333)"
JB384419,08/08/2018 10:20:00 AM,016XX N CLARK ST,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,false,false,1814,43,06,1175001,1911531,2018,41.912628478,-87.632519543,"(41.912628478, -87.632519543)"
JB384401,08/08/2018 10:24:00 AM,013XX N WESTERN AVE,0530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),false,false,1423,26,04A,1160164,1908892,2018,41.905706594,-87.687099817,"(41.905706594, -87.687099817)"
JB384408,08/08/2018 10:26:00 AM,0000X E CHICAGO AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,1833,42,03,1176365,1905732,2018,41.896685066,-87.627683859,"(41.896685066, -87.627683859)"
JB393692,08/08/2018 10:30:00 AM,034XX W FOSTER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1712,39,11,1152320,1934331,2018,41.975671708,-87.715239905,"(41.975671708, -87.715239905)"
JB386229,08/08/2018 10:30:00 AM,017XX S ASHLAND AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,1233,25,06,1165997,1891684,2018,41.85836391,-87.666164631,"(41.85836391, -87.666164631)"
JB384964,08/08/2018 10:30:00 AM,015XX N CLEVELAND AVE,0810,THEFT,OVER $500,STREET,false,false,1821,43,06,1172698,1910787,2018,41.910638231,-87.641002163,"(41.910638231, -87.641002163)"
JB384495,08/08/2018 10:30:00 AM,009XX S WESTERN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,COMMERCIAL / BUSINESS OFFICE,false,false,1225,25,03,1160527,1895824,2018,41.869839358,-87.686128445,"(41.869839358, -87.686128445)"
JB384425,08/08/2018 10:30:00 AM,047XX N RACINE AVE,0810,THEFT,OVER $500,STREET,false,false,1913,46,06,1167451,1931822,2018,41.968473868,-87.659670327,"(41.968473868, -87.659670327)"
JB384901,08/08/2018 10:35:00 AM,017XX W PRYOR AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2212,19,06,1166533,1831078,2018,41.692041778,-87.665923635,"(41.692041778, -87.665923635)"
JB384457,08/08/2018 10:35:00 AM,061XX S WABASH AVE,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,APARTMENT,false,false,0311,20,03,1177770,1864326,2018,41.783032117,-87.623779921,"(41.783032117, -87.623779921)"
JB384421,08/08/2018 10:37:00 AM,014XX W MORSE AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,2431,49,06,1165410,1946171,2018,42.007891717,-87.666764317,"(42.007891717, -87.666764317)"
JB384442,08/08/2018 10:48:00 AM,024XX W TAYLOR ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,false,false,1135,28,26,1160306,1895638,2018,41.869333526,-87.686944943,"(41.869333526, -87.686944943)"
JB384438,08/08/2018 10:50:00 AM,018XX S ALLPORT ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,1233,25,08A,1168329,1891163,2018,41.856884198,-87.657619795,"(41.856884198, -87.657619795)"
JB384496,08/08/2018 10:50:00 AM,033XX W MAYPOLE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1123,28,08B,1154138,1900784,2018,41.883579906,-87.709452068,"(41.883579906, -87.709452068)"
JB385478,08/08/2018 10:52:00 AM,079XX S COTTAGE GROVE AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,TAVERN/LIQUOR STORE,true,false,0624,8,08B,1182930,1852635,2018,41.750832464,-87.605224746,"(41.750832464, -87.605224746)"
JB385292,08/08/2018 10:54:00 AM,027XX W DIVISION ST,0560,ASSAULT,SIMPLE,OTHER,false,false,1211,26,08A,1158005,1907868,2018,41.902941011,-87.695058578,"(41.902941011, -87.695058578)"
JB384477,08/08/2018 10:55:00 AM,105XX S LA SALLE ST,0560,ASSAULT,SIMPLE,STREET,true,false,0512,34,08A,1177141,1835081,2018,41.702794479,-87.626966148,"(41.702794479, -87.626966148)"
JB384455,08/08/2018 10:55:00 AM,039XX W GRENSHAW ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,24,19,1150362,1894752,2018,41.867101912,-87.723475324,"(41.867101912, -87.723475324)"
JB393861,08/08/2018 11:00:00 AM,014XX S AVERS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1011,24,07,1150941,1892936,2018,41.862107289,-87.721397241,"(41.862107289, -87.721397241)"
JB385477,08/08/2018 11:00:00 AM,054XX N MONITOR AVE,1755,OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,RESIDENCE,false,true,1622,45,20,1136207,1935631,2018,41.979542757,-87.774462939,"(41.979542757, -87.774462939)"
JB386639,08/08/2018 11:00:00 AM,012XX W SCHUBERT AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1932,32,06,1167360,1918060,2018,41.930712315,-87.660402231,"(41.930712315, -87.660402231)"
JB386101,08/08/2018 11:00:00 AM,055XX W BALMORAL AVE,501A,OTHER OFFENSE,ANIMAL ABUSE/NEGLECT,STREET,false,false,1623,45,26,1138074,1935560,2018,41.979314296,-87.767598496,"(41.979314296, -87.767598496)"
JB385088,08/08/2018 11:00:00 AM,076XX S LANGLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0624,6,14,1182219,1854464,2018,41.755867916,-87.607773645,"(41.755867916, -87.607773645)"
JB384796,08/08/2018 11:00:00 AM,043XX S WABASH AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0215,3,06,1177435,1876360,2018,41.816062126,-87.624644373,"(41.816062126, -87.624644373)"
JB384804,08/08/2018 11:00:00 AM,021XX S HARDING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1014,24,14,1150388,1889381,2018,41.852362737,-87.723519921,"(41.852362737, -87.723519921)"
JB384490,08/08/2018 11:00:00 AM,079XX S HALSTED ST,0460,BATTERY,SIMPLE,CTA BUS STOP,true,false,0621,17,08B,1172345,1852231,2018,41.749963096,-87.644024994,"(41.749963096, -87.644024994)"
JB384481,08/08/2018 11:00:00 AM,061XX S MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,0311,20,03,1178213,1864255,2018,41.782827243,-87.622157907,"(41.782827243, -87.622157907)"
JB384714,08/08/2018 11:04:00 AM,020XX N DAMEN AVE,0620,BURGLARY,UNLAWFUL ENTRY,COLLEGE/UNIVERSITY RESIDENCE HALL,false,false,1432,32,05,1162690,1913897,2018,41.919388071,-87.677680402,"(41.919388071, -87.677680402)"
JB386560,08/08/2018 11:04:00 AM,014XX N LINDER AVE,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,2532,37,06,1139412,1909047,2018,41.906535632,-87.763326205,"(41.906535632, -87.763326205)"
JB384474,08/08/2018 11:10:00 AM,080XX S PEORIA ST,0460,BATTERY,SIMPLE,RESIDENCE,false,false,0621,21,08B,1171706,1851474,2018,41.747899813,-87.64638871,"(41.747899813, -87.64638871)"
JB384502,08/08/2018 11:15:00 AM,005XX S PULASKI RD,0870,THEFT,POCKET-PICKING,CTA PLATFORM,false,false,1132,24,06,1149812,1897228,2018,41.873907046,-87.725430093,"(41.873907046, -87.725430093)"
JB384977,08/08/2018 11:20:00 AM,064XX W FULLERTON AVE,0810,THEFT,OVER $500,ATHLETIC CLUB,false,false,2512,36,06,1133118,1915251,2018,41.923672617,-87.786301606,"(41.923672617, -87.786301606)"
JB384487,08/08/2018 11:20:00 AM,006XX S KEDZIE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,POLICE FACILITY/VEH PARKING LOT,false,true,1134,24,08B,1155131,1897087,2018,41.873415094,-87.70590492,"(41.873415094, -87.70590492)"
JB384620,08/08/2018 11:25:00 AM,049XX S CHICAGO BEACH DR,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,false,false,0222,4,14,1188407,1872580,2018,41.805434202,-87.584518215,"(41.805434202, -87.584518215)"
JB384564,08/08/2018 11:30:00 AM,054XX W BELMONT AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,1633,38,08A,1139722,1920746,2018,41.938633302,-87.761901059,"(41.938633302, -87.761901059)"
JB384521,08/08/2018 11:30:00 AM,015XX N MILWAUKEE AVE,0810,THEFT,OVER $500,STREET,false,false,1424,1,06,1163217,1910240,2018,41.909341941,-87.67584714,"(41.909341941, -87.67584714)"
JB384919,08/08/2018 11:41:00 AM,063XX S VERNON AVE,0820,THEFT,$500 AND UNDER,ALLEY,true,false,0312,20,06,1180341,1863037,2018,41.77943637,-87.614393409,"(41.77943637, -87.614393409)"
JB384567,08/08/2018 11:41:00 AM,014XX E 75TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,true,false,0411,5,15,1187265,1855553,2018,41.758737965,-87.589246936,"(41.758737965, -87.589246936)"
JB384538,08/08/2018 11:45:00 AM,030XX W ARMITAGE AVE,0460,BATTERY,SIMPLE,OTHER,false,false,1421,35,08B,1155334,1913125,2018,41.917420785,-87.704728186,"(41.917420785, -87.704728186)"
JB384512,08/08/2018 11:45:00 AM,083XX S MARYLAND AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,false,0632,8,08B,1183341,1849955,2018,41.743468705,-87.603801924,"(41.743468705, -87.603801924)"
JB384566,08/08/2018 11:46:00 AM,036XX W DOUGLAS BLVD,4650,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,ALLEY,true,false,1011,24,26,1152464,1893217,2018,41.862848461,-87.715799077,"(41.862848461, -87.715799077)"
JB384655,08/08/2018 11:50:00 AM,062XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),false,false,2512,29,06,1134569,1915287,2018,41.923745881,-87.780969134,"(41.923745881, -87.780969134)"
JB384595,08/08/2018 11:50:00 AM,006XX N KINGSBURY ST,0810,THEFT,OVER $500,STREET,false,false,1831,42,06,1172618,1904825,2018,41.894279949,-87.641472691,"(41.894279949, -87.641472691)"
JB384555,08/08/2018 11:50:00 AM,044XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0924,12,08B,1166083,1875199,2018,41.813125577,-87.666318836,"(41.813125577, -87.666318836)"
JB384605,08/08/2018 11:50:00 AM,004XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,1834,42,08A,1177361,1903270,2018,41.889906681,-87.624100509,"(41.889906681, -87.624100509)"
JB384553,08/08/2018 11:55:00 AM,075XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,0411,5,06,1188123,1855151,2018,41.757614433,-87.586115266,"(41.757614433, -87.586115266)"
JB384592,08/08/2018 11:55:00 AM,024XX S ST LOUIS AVE,0554,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,true,false,1024,22,08A,1153424,1887512,2018,41.847174274,-87.712426437,"(41.847174274, -87.712426437)"
JB384546,08/08/2018 11:55:00 AM,078XX S EUCLID AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,0414,8,26,1190562,1853400,2018,41.752751057,-87.577233193,"(41.752751057, -87.577233193)"
JB384687,08/08/2018 11:58:00 AM,110XX S CENTRAL PARK AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,false,false,2211,19,14,1154325,1831142,2018,41.692468282,-87.710617593,"(41.692468282, -87.710617593)"
JB384571,08/08/2018 11:59:00 AM,077XX S HOMAN AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,0835,18,08A,1155058,1852976,2018,41.75237008,-87.707352659,"(41.75237008, -87.707352659)"
JB392959,08/08/2018 12:00:00 PM,034XX N NORDICA AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,false,false,1632,36,11,1128483,1921906,2018,41.94201463,-87.803181496,"(41.94201463, -87.803181496)"
JB389960,08/08/2018 12:00:00 PM,014XX W CHESTNUT ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1213,27,08B,1166645,1906117,2018,41.897955359,-87.663372519,"(41.897955359, -87.663372519)"
JB387917,08/08/2018 12:00:00 PM,013XX S CHRISTIANA AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,false,false,1021,24,10,1154243,1893660,2018,41.864028802,-87.7092567,"(41.864028802, -87.7092567)"
JB387669,08/08/2018 12:00:00 PM,014XX W LEXINGTON ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,1231,25,06,1166807,1896845,2018,41.872508822,-87.663043512,"(41.872508822, -87.663043512)"
JB386682,08/08/2018 12:00:00 PM,034XX S MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,false,false,0211,3,11,1177756,1882311,2018,41.832384884,-87.623286482,"(41.832384884, -87.623286482)"
JB384638,08/08/2018 12:00:00 PM,0000X W G8 ST,0560,ASSAULT,SIMPLE,AIRPORT EXTERIOR - SECURE AREA,false,false,1653,41,08A,1101163,1933517,2018,41.974296714,-87.903383429,"(41.974296714, -87.903383429)"
JB386193,08/08/2018 12:00:00 PM,111XX S PARNELL AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,2233,34,06,1174620,1831050,2018,41.691789182,-87.636316844,"(41.691789182, -87.636316844)"
JB385419,08/08/2018 12:00:00 PM,026XX S CALIFORNIA AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GOVERNMENT BUILDING/PROPERTY,false,false,1033,12,11,1158136,1886128,2018,41.843281635,-87.695171094,"(41.843281635, -87.695171094)"
JB384989,08/08/2018 12:00:00 PM,086XX S MAY ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0613,21,08B,1170164,1847470,2018,41.73694593,-87.652155221,"(41.73694593, -87.652155221)"
JB384851,08/08/2018 12:00:00 PM,020XX W 70TH PL,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0735,17,08A,1164002,1857903,2018,41.765707221,-87.67443825,"(41.765707221, -87.67443825)"
JB384547,08/08/2018 12:00:00 PM,025XX W CERMAK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1023,25,06,1159824,1889315,2018,41.85199252,-87.688888738,"(41.85199252, -87.688888738)"
JB384779,08/08/2018 12:00:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0112,42,06,1176391,1900196,2018,41.881493402,-87.627755557,"(41.881493402, -87.627755557)"
JB384756,08/08/2018 12:00:00 PM,001XX W VAN BUREN ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,false,false,0122,2,11,1175196,1898502,2018,41.87687184,-87.63219432,"(41.87687184, -87.63219432)"
JB384758,08/08/2018 12:00:00 PM,062XX N HARDING AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,false,false,1711,39,26,1148898,1941081,2018,41.99426119,-87.727648412,"(41.99426119, -87.727648412)"
JB384552,08/08/2018 12:00:00 PM,005XX N STATE ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,true,false,1831,42,06,1176272,1904025,2018,41.89200307,-87.628076963,"(41.89200307, -87.628076963)"
JB384578,08/08/2018 12:00:00 PM,012XX N STATE PKWY,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,false,false,1824,43,06,1176070,1908457,2018,41.90416925,-87.628685126,"(41.90416925, -87.628685126)"
JB384568,08/08/2018 12:00:00 PM,071XX S ARTESIAN AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,0832,18,10,1161279,1857158,2018,41.76371964,-87.684439598,"(41.76371964, -87.684439598)"
JB387348,08/08/2018 12:07:00 PM,072XX S JEFFERY BLVD,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,0333,5,03,1190792,1857540,2018,41.764106016,-87.576256836,"(41.764106016, -87.576256836)"
JB384594,08/08/2018 12:07:00 PM,014XX W 51ST ST,0810,THEFT,OVER $500,SIDEWALK,true,false,0933,16,06,1167400,1870922,2018,41.801360858,-87.661610644,"(41.801360858, -87.661610644)"
JB394130,08/08/2018 12:15:00 PM,001XX W MONROE ST,0870,THEFT,POCKET-PICKING,RESTAURANT,false,false,0122,42,06,,,2018,,,
JB384710,08/08/2018 12:15:00 PM,025XX S ARCHER AVE,0560,ASSAULT,SIMPLE,CLEANING STORE,false,false,0913,11,08A,1170836,1887295,2018,41.846215576,-87.648531003,"(41.846215576, -87.648531003)"
JB384583,08/08/2018 12:15:00 PM,046XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0221,4,06,1182371,1874520,2018,41.81089989,-87.606595385,"(41.81089989, -87.606595385)"
JB384712,08/08/2018 12:18:00 PM,011XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,false,false,1824,42,11,1175324,1908199,2018,41.903478069,-87.631433102,"(41.903478069, -87.631433102)"
JB394132,08/08/2018 12:20:00 PM,002XX W WASHINGTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,false,false,0122,42,11,,,2018,,,
JB387799,08/08/2018 12:21:00 PM,024XX W SUPERIOR ST,0820,THEFT,$500 AND UNDER,RESIDENCE,false,false,1221,1,06,1159973,1904921,2018,41.894813792,-87.687911169,"(41.894813792, -87.687911169)"
JB384610,08/08/2018 12:23:00 PM,049XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1533,24,14,1143700,1895845,2018,41.870228513,-87.747905344,"(41.870228513, -87.747905344)"
JB388618,08/08/2018 12:30:00 PM,035XX S ARTESIAN AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0911,12,06,1160600,1881037,2018,41.829260766,-87.686269497,"(41.829260766, -87.686269497)"
JB385934,08/08/2018 12:30:00 PM,048XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),false,false,2533,37,07,1143915,1910200,2018,41.909616287,-87.746755729,"(41.909616287, -87.746755729)"
JB384813,08/08/2018 12:30:00 PM,049XX W POLK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1533,24,14,1143727,1895846,2018,41.870230751,-87.747806192,"(41.870230751, -87.747806192)"
JB384612,08/08/2018 12:30:00 PM,025XX W 42ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0921,12,08B,1159968,1876726,2018,41.817443909,-87.688706962,"(41.817443909, -87.688706962)"
JB387510,08/08/2018 12:32:00 PM,012XX N DEARBORN ST,0860,THEFT,RETAIL THEFT,OTHER,false,false,1824,42,06,1175711,1908536,2018,41.904394115,-87.630001432,"(41.904394115, -87.630001432)"
JB384842,08/08/2018 12:39:00 PM,006XX S MICHIGAN AVE,0560,ASSAULT,SIMPLE,OTHER,false,false,0123,2,08A,,,2018,,,
JB384629,08/08/2018 12:39:00 PM,018XX E 71ST ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,0324,5,03,1189644,1858233,2018,41.766035315,-87.580442229,"(41.766035315, -87.580442229)"
JB392031,08/08/2018 12:40:00 PM,003XX E 21ST ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,false,false,0132,2,06,1178551,1890317,2018,41.854335843,-87.620125605,"(41.854335843, -87.620125605)"
JB385785,08/08/2018 12:40:00 PM,006XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,PARK PROPERTY,false,false,0114,2,08B,1177377,1897427,2018,41.873872808,-87.624219054,"(41.873872808, -87.624219054)"
JB385276,08/08/2018 12:40:00 PM,063XX W 65TH ST,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,false,false,0812,13,06,1135229,1860736,2018,41.774037944,-87.779835922,"(41.774037944, -87.779835922)"
JB384651,08/08/2018 12:45:00 PM,062XX S WESTERN AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,ALLEY,false,false,0825,15,04B,1161445,1863159,2018,41.780183792,-87.68366502,"(41.780183792, -87.68366502)"
JB384726,08/08/2018 12:45:00 PM,043XX N HERMITAGE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,1912,47,14,1164015,1928929,2018,41.960608794,-87.672386353,"(41.960608794, -87.672386353)"
JB384624,08/08/2018 12:45:00 PM,059XX W MIDWAY PARK,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,true,1512,29,26,1136621,1902626,2018,41.888966033,-87.773732667,"(41.888966033, -87.773732667)"
JB386403,08/08/2018 12:47:00 PM,084XX S KARLOV AVE,0810,THEFT,OVER $500,RESIDENCE PORCH/HALLWAY,false,false,0834,18,06,1150543,1848250,2018,41.739490064,-87.724021047,"(41.739490064, -87.724021047)"
JB384645,08/08/2018 12:50:00 PM,071XX W CORNELIA AVE,0810,THEFT,OVER $500,OTHER,false,false,1632,36,06,1128044,1922439,2018,41.943484684,-87.804782966,"(41.943484684, -87.804782966)"
JB384721,08/08/2018 12:55:00 PM,032XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,0211,3,06,1177727,1883504,2018,41.835659225,-87.623356707,"(41.835659225, -87.623356707)"
JB386628,08/08/2018 01:00:00 PM,052XX N SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,2023,48,14,1168697,1934885,2018,41.976851852,-87.654999693,"(41.976851852, -87.654999693)"
JB386330,08/08/2018 01:00:00 PM,039XX S LAKE PARK AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,true,0214,4,26,1183388,1878984,2018,41.823125769,-87.602725951,"(41.823125769, -87.602725951)"
JB385346,08/08/2018 01:00:00 PM,003XX N OGDEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1215,27,14,1167230,1902442,2018,41.887858344,-87.661329596,"(41.887858344, -87.661329596)"
JB384999,08/08/2018 01:00:00 PM,076XX N SHERIDAN RD,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,2422,49,08A,1165463,1950802,2018,42.02059812,-87.666436575,"(42.02059812, -87.666436575)"
JB384900,08/08/2018 01:00:00 PM,001XX S MICHIGAN AVE,0820,THEFT,$500 AND UNDER,OTHER,false,false,0114,42,06,1177319,1899845,2018,41.880509252,-87.624358666,"(41.880509252, -87.624358666)"
JB384760,08/08/2018 01:00:00 PM,021XX S WENTWORTH AVE,0810,THEFT,OVER $500,SIDEWALK,false,false,0914,25,06,1175371,1890116,2018,41.853856172,-87.631803395,"(41.853856172, -87.631803395)"
JB384731,08/08/2018 01:00:00 PM,025XX W CERMAK RD,0890,THEFT,FROM BUILDING,GROCERY FOOD STORE,false,false,1034,25,06,1159824,1889315,2018,41.85199252,-87.688888738,"(41.85199252, -87.688888738)"
JB384677,08/08/2018 01:01:00 PM,002XX W 47TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0925,3,14,1175476,1873816,2018,41.809125265,-87.631906508,"(41.809125265, -87.631906508)"
JB384670,08/08/2018 01:05:00 PM,001XX N STATE ST,0810,THEFT,OVER $500,OTHER,false,false,0111,42,06,1176352,1900918,2018,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
JB384641,08/08/2018 01:05:00 PM,020XX E 72ND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,false,false,0333,5,11,1191036,1857629,2018,41.764344342,-87.575359659,"(41.764344342, -87.575359659)"
JB384690,08/08/2018 01:10:00 PM,079XX S VINCENNES AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,CONVENIENCE STORE,false,false,0621,17,14,1175003,1852462,2018,41.750538141,-87.634278086,"(41.750538141, -87.634278086)"
JB384697,08/08/2018 01:10:00 PM,006XX E 75TH ST,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,STREET,true,false,0323,6,18,1181675,1855418,2018,41.758498365,-87.609737854,"(41.758498365, -87.609737854)"
JB384688,08/08/2018 01:11:00 PM,009XX E 132ND ST,0460,BATTERY,SIMPLE,CHA PARKING LOT/GROUNDS,false,false,0533,9,08B,1184638,1818042,2018,41.655865114,-87.600045254,"(41.655865114, -87.600045254)"
JB384658,08/08/2018 01:11:00 PM,109XX S DOTY AVE E,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,true,false,0513,10,06,1185667,1832643,2018,41.695908161,-87.595822806,"(41.695908161, -87.595822806)"
JB384922,08/08/2018 01:15:00 PM,014XX W ELMDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,2433,48,08B,1165559,1939959,2018,41.990842666,-87.666394137,"(41.990842666, -87.666394137)"
JB384729,08/08/2018 01:17:00 PM,038XX W GLADYS AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),true,false,1133,24,18,1150850,1898081,2018,41.876227537,-87.721596698,"(41.876227537, -87.721596698)"
